Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Label
6,12605892,21,32,0.0,0.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,377.0459084,4.204383157,242421.0,658122.2307,2384391.0,3.0,10300000.0,517023.2,922001.8205,2448199.0,405.0,12600000.0,406636.9677,816943.6165,2384391.0,3.0,0,0,0,0,680,1032,1.665887666,2.538495491,0.0,0.0,SSH-Patator
6,11394071,20,33,0.0,0.0,640.0,0.0,100.4,141.9141327,976.0,0.0,83.18181818,217.2857356,417.1467775,4.651542017,219116.75,592006.9796,2176468.0,4.0,9901809.0,521147.8421,887081.2761,2238970.0,673.0,11400000.0,356060.9375,725510.7403,2176468.0,4.0,0,0,0,0,648,1064,1.755298874,2.896243143,0.0,0.0,SSH-Patator
6,135,1,1,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,88888.88889,14814.81481,135.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,7407.407407,7407.407407,0.0,0.0,BENIGN
6,116159721,23,19,0.0,0.0,318.0,0.0,30.56521739,80.821254,1418.0,0.0,333.0526316,557.1439544,60.52872665,0.361571116,2833163.927,4478723.867,10000000.0,6.0,116000000.0,5279987.318,5003935.919,10000000.0,48.0,111000000.0,6151226.5,5024899.141,10000000.0,48.0,0,0,0,0,744,616,0.19800323,0.163567886,0.0,0.0,BENIGN
17,96068,2,2,0.0,0.0,35.0,35.0,35.0,0.0,97.0,97.0,97.0,0.0,2748.053462,41.63717367,32022.66667,55458.82348,96061.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,64,20.81858683,20.81858683,0.0,0.0,BENIGN
6,51,1,1,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,156862.7451,39215.68627,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,19607.84314,19607.84314,0.0,0.0,DoS slowloris
6,100997402,2,2,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.158419917,0.039604979,33700000.0,58300000.0,101000000.0,25.0,101000000.0,101000000.0,0.0,101000000.0,101000000.0,101000000.0,101000000.0,0.0,101000000.0,101000000.0,1,0,0,0,64,64,0.01980249,0.01980249,0.0,0.0,DoS slowloris
6,3002214,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999262544,1501107.0,710998.6969,2003859.0,998355.0,3002214.0,1501107.0,710998.6969,2003859.0,998355.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,0.999262544,0.0,0.0,0.0,DoS slowloris
6,63115124,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110908441,10500000.0,11900000.0,32100000.0,999447.0,63100000.0,10500000.0,11900000.0,32100000.0,999447.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110908441,0.0,0.0,0.0,DoS Slowhttptest
6,20999696,2,1,0.0,0.0,12.0,0.0,6.0,8.485281374,0.0,0.0,0.0,0.0,0.571436844,0.142859211,10500000.0,14800000.0,21000000.0,55.0,21000000.0,21000000.0,0.0,21000000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,0.095239474,0.047619737,0.0,0.0,DoS Slowhttptest
6,63143299,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110858953,10500000.0,11900000.0,32100000.0,999921.0,63100000.0,10500000.0,11900000.0,32100000.0,999921.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110858953,0.0,0.0,0.0,DoS Slowhttptest
6,83508399,8,5,0.0,0.0,409.0,0.0,51.875,144.3155645,5792.0,0.0,2319.0,2423.629716,143.8178691,0.155672964,6959033.25,24100000.0,83400000.0,1.0,83400000.0,11900000.0,31500000.0,83400000.0,1.0,124681.0,31170.25,54408.82249,112357.0,168.0,0,0,0,0,252,168,0.095798747,0.059874217,0.0,0.0,DoS Hulk
6,99413685,8,5,0.0,0.0,367.0,0.0,45.875,129.7540943,8688.0,0.0,2319.0,3774.237539,120.3254864,0.130766705,8284473.75,28700000.0,99400000.0,1.0,99400000.0,14200000.0,37600000.0,99400000.0,1.0,29459.0,7364.75,8866.472706,18248.0,84.0,0,0,0,0,264,168,0.080471818,0.050294886,0.0,0.0,DoS Hulk
6,98333896,8,7,0.0,0.0,337.0,0.0,42.125,119.1474926,5792.0,0.0,1656.428571,2118.227235,121.3416786,0.1525415,7023849.714,26300000.0,98300000.0,2.0,98300000.0,14000000.0,37200000.0,98300000.0,2.0,9595.0,1599.166667,2747.675411,6953.0,44.0,0,0,0,0,264,232,0.081355467,0.071186033,0.0,0.0,DoS Hulk
6,7744936,8,6,0.0,0.0,510.0,0.0,63.75,180.3122292,5840.0,0.0,1938.666667,2550.37524,1567.734065,1.807632755,595764.3077,1524833.673,4999578.0,4.0,2745358.0,392194.0,1036836.443,2743518.0,4.0,7744888.0,1548977.6,2266058.395,5001695.0,50.0,0,0,0,0,264,200,1.032933003,0.774699752,0.0,0.0,DoS GoldenEye
6,10930608,5,4,0.0,0.0,345.0,0.0,69.0,154.2886904,3525.0,0.0,881.25,1762.5,354.0516685,0.823375973,1366326.0,2541084.892,5927499.0,4.0,5930677.0,1482669.25,2964901.182,5930021.0,4.0,10900000.0,3643520.667,3188543.718,5927499.0,653.0,0,0,0,0,168,136,0.457431096,0.365944877,0.0,0.0,DoS GoldenEye
6,11480771,8,5,0.0,0.0,380.0,0.0,47.5,134.3502884,7288.0,0.0,2326.4,3351.290617,1046.271196,1.132328134,956730.9167,2255308.205,6474936.0,48.0,6479794.0,925684.8571,2448215.174,6477715.0,199.0,11500000.0,2870180.75,3367518.346,6474936.0,127.0,0,0,0,0,264,168,0.696817313,0.435510821,0.0,0.0,DoS GoldenEye
6,119259886,2782,2091,0.0,0.0,4344.0,0.0,4.408339324,83.39047044,15928.0,0.0,3768.3099,2374.669707,66173.1305,40.86034427,24478.63013,153117.4894,995232.0,0.0,119000000.0,42883.79396,200919.1105,996222.0,0.0,119000000.0,57062.13876,229801.2555,995232.0,1.0,0,0,0,0,89024,66912,23.3272066,17.53313767,0.0,0.0,Heartbleed
6,119302728,2685,1729,0.0,0.0,517.0,0.0,3.090875233,16.85842056,17376.0,0.0,4370.686524,2566.935004,63411.92802,36.99831575,27034.38205,174625.7584,5024984.0,0.0,119000000.0,44449.50857,222461.7159,5025702.0,0.0,119000000.0,69040.90509,273867.424,5024984.0,1.0,0,0,0,0,85928,55336,22.50577204,14.49254371,0.0,0.0,Heartbleed
6,119296592,2797,2006,0.0,0.0,5792.0,0.0,4.902395424,110.2779074,13032.0,0.0,3927.262213,2443.434007,66152.7699,40.26099924,24843.10537,153403.7113,995988.0,-1.0,119000000.0,42666.8784,200137.5173,996943.0,0.0,119000000.0,59480.76708,234233.8969,995988.0,1.0,0,0,0,0,89504,64192,23.44576616,16.81523308,0.0,0.0,Heartbleed
17,154,2,2,0.0,0.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,1064935.065,25974.02597,51.33333333,50.63924697,104.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,64,64,12987.01299,12987.01299,0.0,0.0,BENIGN
6,20581072,15,14,0.0,0.0,708.0,0.0,89.53333333,216.6036099,2896.0,0.0,1016.714286,1034.372751,756.8604784,1.409061685,735038.2857,2613178.592,10000000.0,3.0,20600000.0,1470076.571,3612006.417,10000000.0,3.0,20100000.0,1544182.615,3760277.981,10000000.0,47.0,0,0,0,0,488,456,0.72882501,0.680236676,0.0,0.0,BENIGN
6,34946090,5,4,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.858465139,0.257539542,4368261.25,4945447.3,10000000.0,23523.0,34900000.0,8736522.5,2594573.947,10000000.0,4844665.0,30100000.0,10000000.0,4174.453058,10000000.0,10000000.0,0,0,0,0,100,128,0.143077523,0.114462018,0.0,0.0,BENIGN
6,56538478,2,1,0.0,0.0,60.0,6.0,33.0,38.18376618,6.0,6.0,6.0,0.0,1.273469017,0.053061209,28300000.0,40000000.0,56500000.0,389.0,56500000.0,56500000.0,0.0,56500000.0,56500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,0.035374139,0.01768707,0.0,0.0,Infiltration
6,116393329,504,504,0.0,0.0,1027.0,6.0,340.1825397,232.8178974,6.0,6.0,6.0,0.0,1499.020618,8.660290144,115584.2393,2049749.033,49900000.0,3.0,66500000.0,132266.4513,1864597.947,41500000.0,86.0,116000000.0,231365.3658,2897059.779,49900000.0,525.0,0,0,0,0,10080,10080,4.330145072,4.330145072,0.0,0.0,Infiltration
6,25009948,34,32,0.0,0.0,1460.0,6.0,397.1764706,509.4611218,6.0,6.0,6.0,0.0,547.6220902,2.638949909,384768.4308,2445453.426,19400000.0,1.0,25000000.0,757867.6364,3416248.524,19400000.0,3.0,25000000.0,806760.2258,3522363.739,19400000.0,1.0,1,0,0,0,680,640,1.359459044,1.279490865,0.0,0.0,Infiltration
6,126,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15873.01587,126.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,7936.507937,7936.507937,0.0,0.0,BENIGN
17,238,2,2,0.0,0.0,39.0,39.0,39.0,0.0,170.0,170.0,170.0,0.0,1756302.521,16806.72269,79.33333333,135.6773133,236.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,8403.361345,8403.361345,0.0,0.0,BENIGN
6,1056702,2,2,0.0,0.0,6.0,0.0,3.0,4.242640687,6.0,0.0,3.0,4.242640687,11.35608715,3.785362382,352234.0,585532.1204,1028148.0,27.0,28554.0,28554.0,0.0,28554.0,28554.0,1028175.0,1028175.0,0.0,1028175.0,1028175.0,0,0,0,0,52,52,1.892681191,1.892681191,0.0,0.0,BENIGN
6,1024663,3,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.56675121,5.855583738,204932.6,279623.2643,514009.0,597.0,1024066.0,512033.0,3944.241625,514822.0,509244.0,1023884.0,511942.0,3767.46493,514606.0,509278.0,0,0,0,0,92,60,2.927791869,2.927791869,0.0,0.0,Bot
6,19,1,1,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,52631.57895,52631.57895,0.0,0.0,Bot
6,63096,4,3,0.0,0.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,5404.46304,110.9420565,10516.0,24746.92297,61026.0,49.0,63096.0,21032.0,35873.53547,62454.0,49.0,61642.0,30821.0,42716.32065,61026.0,616.0,0,0,0,0,92,72,63.39546089,47.54659566,0.0,0.0,Bot
6,7182757,1,5,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,5.012003051,0.835333842,1436551.4,3186980.181,7137556.0,0.0,0.0,0.0,0.0,0.0,0.0,7164811.0,1791202.75,3564258.647,7137556.0,0.0,0,0,0,0,20,100,0.139222307,0.696111535,0.0,0.0,BENIGN
6,938509,1,5,0.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,38.35871579,6.393119299,187701.8,409853.1075,920834.0,6.0,0.0,0.0,0.0,0.0,0.0,929015.0,232253.75,459064.5394,920834.0,6.0,0,0,0,0,20,100,1.065519883,5.327599416,0.0,0.0,BENIGN
0,119995732,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025036457,983571.5738,3395926.048,26300000.0,0.0,120000000.0,983571.5738,3395926.048,26300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.025036457,0.0,0.0,0.0,BENIGN
6,8098507,7,5,0.0,0.0,20.0,0.0,7.142857143,6.094494002,7215.0,0.0,2321.4,3327.769794,1439.401114,1.4817546,736227.9091,1863101.343,6075462.0,4.0,8016239.0,1336039.833,2447736.518,6075462.0,165.0,83027.0,20756.75,40847.23003,82025.0,4.0,0,0,0,0,152,112,0.86435685,0.61739775,0.0,0.0,DDoS
6,170061,3,5,0.0,0.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,2321.4,3173.373883,68404.86649,47.04194377,24294.42857,63938.15585,169292.0,3.0,597.0,298.5,355.6747109,550.0,47.0,170013.0,42503.25,84526.16728,169292.0,3.0,0,0,0,0,72,112,17.64072891,29.40121486,0.0,0.0,DDoS
6,94931,3,5,0.0,0.0,20.0,0.0,8.666666667,10.26320288,7215.0,0.0,2320.2,2991.555649,122478.4317,84.27173421,13561.57143,31113.1597,83526.0,4.0,10989.0,5494.5,7764.739564,10985.0,4.0,94851.0,23712.75,40207.34665,83526.0,61.0,0,0,0,0,72,112,31.60190033,52.66983388,0.0,0.0,DDoS
6,5696503,8,7,0.0,0.0,342.0,0.0,77.625,126.7820824,1460.0,2.0,667.5714286,744.4241303,929.3420893,2.633194435,406893.0714,1438021.629,5401905.0,1.0,5696503.0,813786.1429,2023680.802,5401905.0,49.0,178388.0,29731.33333,44994.79726,95246.0,1.0,0,0,0,0,172,144,1.404370365,1.22882407,0.0,0.0,BENIGN
17,210,2,2,0.0,0.0,47.0,47.0,47.0,0.0,98.0,98.0,98.0,0.0,1380952.381,19047.61905,70.0,115.1824639,203.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,9523.809524,9523.809524,0.0,0.0,BENIGN
17,53306,2,2,0.0,0.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,5402.768919,75.03845721,17768.66667,30732.07439,53255.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,64,37.5192286,37.5192286,0.0,0.0,BENIGN
6,44,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,22727.27273,22727.27273,0.0,0.0,PortScan
6,54,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,18518.51852,18518.51852,0.0,0.0,PortScan
6,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,222222.2222,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,37037.03704,37037.03704,0.0,0.0,PortScan
