Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
80,17793,40,7,1464,1203,62509,98,180.58784960539342,562.478937343748,813.1798180178441,42.60048840957686,317.8374807817834,379.8571148747666,38.05745119325088,159.46302031447368,806.9656648877303,669.1468477776152,98.97312513714296,884.5869783657009,257.23353947412,19.727529145230903,45.8179127145405,532.1956057883178,339.8769299910908,221.2443007347902,722.6117133999556,258.05420489067967,817.8939667557886,185.06153428119543,301.5369905847448,166.01547132314653,948.3320619941298,83.8573065662792,486.5577042085867,665.0010786768775,420.73280012608984,494.7738875112827,583.0908414896396,717.282282240794,BENIGN,2025-12-03 02:13:13
443,19092,16,32,2505,1269,6967,69,941.6291885147726,843.7691472150176,886.9299721089127,143.21005623510052,346.80605797038754,419.4793031305443,770.3713607840598,299.4440762097628,485.9557797536612,573.2985669217278,702.1437401031701,582.0713002727214,970.9456163982967,525.5928461604977,739.1964312538566,670.9126669476587,772.3697648473058,238.87315364391515,32.47883686869846,173.00124448460707,458.48972064518244,93.74861266609547,193.99951051235365,103.95662349488377,955.437603312846,726.5618305393614,360.59358034541157,246.328468896853,536.1790472335606,535.0531133408125,739.5557563060561,323.7709523312544,BENIGN,2025-12-02 21:05:47
22,35055,5,12,2777,4550,6019,74,697.9347619010482,811.8974436601153,712.6903389688058,770.0240149583925,788.9368075429181,342.7954126781849,188.64368021329014,216.260187161049,462.7300824942283,34.221127268763915,944.4651413025717,403.1534559638913,71.31645480900006,601.5525443806304,710.6928290923537,352.676582223346,481.7269601901444,67.71368046121972,887.0581152581359,53.340979453407876,330.1104759424225,594.9020536951919,836.6627529756786,748.3541248325769,271.6070850461574,927.9786634387364,75.23779799950381,293.21931298659143,495.0867224069919,159.5690979272898,367.56572285640834,709.1000380723509,BENIGN,2025-12-03 00:33:37
22,25115,39,35,4792,3608,49126,34,846.1633711167465,150.68991773706708,866.4513283219591,13.463968984082197,312.3896607484574,131.72383225071803,555.7770922336421,620.6444160801203,139.63821745702697,682.6744334696263,77.45360164743886,960.7000733296597,434.3051243766307,659.1087735700036,988.1039314195134,697.7932984495263,21.6810236552194,557.4427645561672,399.9963505001237,262.7072596029145,220.39090764894232,398.2847764361601,544.2406624878308,511.33627706394356,90.80824347417571,935.14164178807,62.05076330575987,655.0087544749555,322.2554575173984,918.7844165243257,0.06521236522227802,786.3681588203492,BENIGN,2025-12-03 12:57:42
22,13193,40,38,842,1370,8453,77,76.1663156109209,551.9447830012847,378.05921339812255,474.4544309989781,519.7906076135158,362.255404160171,403.6205116848962,81.87015030564015,463.30239111447804,104.82122997002585,650.2175317451556,282.50192043075083,130.86740450740507,955.9617622616171,250.66403644060574,932.502256973281,771.0799576365407,122.24167603772307,33.19479150637894,825.6381084091336,21.6128004749655,440.6267146885723,85.21578555838948,476.5385146334481,51.160902436880875,155.17953945355012,299.55349980137436,423.295090145967,624.9826977764966,168.43538291457483,666.6438666029559,840.8302274697389,BENIGN,2025-12-03 18:00:24
80,36813,19,5,250,1759,38288,77,928.3966494731666,38.68834542963129,395.5547428113866,490.5661121793852,836.8735905750134,413.39656489988,898.8235420006873,442.8596157501782,526.2787763938884,891.7321436395868,537.0657670526467,620.8316878297717,666.4107324296572,105.31177836959115,17.239312431872488,662.0141038516346,113.16325250131088,469.2153690539984,430.6070386527282,779.3666485895565,103.78577665089882,127.9350153999319,834.032966486099,548.6807815320382,504.2669499140855,17.216455461209534,932.5995370284203,576.5047816024262,433.55509866398046,937.5864825123873,118.3733198559791,460.0134168669395,BENIGN,2025-12-02 22:40:17
443,42580,36,20,3626,1777,62210,16,479.6882820857049,471.7907948040301,379.6261336083219,671.1852023891305,311.7523444859057,57.68132848369633,185.143870587669,916.3893936285624,198.3129356995642,909.427143064467,978.9216041693527,264.14618968890755,456.3099271103574,316.2531163347747,553.4703171377766,626.3537592397887,463.2411155941001,475.5328797398539,298.9115704976726,331.15903364210055,831.5441224752774,372.42708065406396,141.71858496780544,63.08244055504009,302.7517900277131,603.8487320031172,742.0425550181159,859.0455101960858,323.8789227297941,400.733572912215,42.78413429094563,260.538435542657,BENIGN,2025-12-03 02:01:09
21,48840,10,34,4009,4117,71745,26,494.44636805435573,610.5132153563819,302.4969287347912,405.2696976686221,502.41543873083685,149.90545233865805,647.2390244617961,196.5896637895136,308.94520048936704,291.291542714856,547.5025083108227,213.88197705280078,287.1873914222084,525.5874599152289,32.376606568960796,960.662423180288,706.7988630936762,411.1933307011957,235.55857596283002,1.0104830489497951,269.76651708081243,923.080237852693,343.7600086717605,628.7663846102829,361.3689127441674,697.3971892428766,376.22364407266815,106.40196857970363,409.8029565962462,963.499868362821,785.9816538465981,888.1572728732423,BENIGN,2025-12-03 13:21:08
443,32299,3,40,2400,1154,56025,14,629.2780859432698,237.9394135008679,303.5866904941917,205.14345033803772,844.4543954740551,165.55485769335021,218.38373786764265,552.9522095605676,891.3449917706876,764.2697141936319,277.70698654824633,458.8340266495098,741.890101191387,428.3461147473951,548.7811887857815,266.04676261576253,750.4044262684363,338.0775669573923,533.9964388672788,698.8722573250348,842.6206834992714,474.70152113396256,874.3789115224513,227.18480603797363,677.7463555547762,348.4760006682106,39.053975673724594,964.8894808397135,859.8618895357644,190.92571474388197,958.1392476360426,882.1861607509986,BENIGN,2025-12-03 04:57:22
22,37990,39,22,3572,2104,7072,47,915.5466555605474,365.57150720481155,20.381517357873747,701.4884359403287,820.1920557498529,105.57958246370414,83.86354723098054,104.39510852587696,284.37966931714533,473.3591125225101,854.8133800190022,53.161488706379714,79.24257016631864,345.3593391745036,443.74100867141243,236.42614135268892,579.5434944340018,679.983819966556,912.0635289675574,310.5901309604648,653.367022211819,516.8678688314852,530.2669744820831,811.6069029066213,893.1152347188424,752.9094835619183,454.5941251035209,221.66724619518808,628.0964803850578,2.5764923847749754,485.8933395026118,571.6537735697167,BENIGN,2025-12-02 22:54:04
443,24776,4,6,4079,2794,87612,96,343.8951246495826,218.67121276796664,866.7382642020572,385.7751192214135,273.1869015973585,606.0680132286772,303.77300604373283,321.8720359895998,413.1985000515176,490.7067000685057,69.12695034495464,166.5272938422988,342.2782527084376,93.00691279911533,319.14400040157045,516.8935805199395,274.70630395482044,563.2332372592516,403.35321054927084,849.8346006736243,682.4522893470146,986.7284549233851,895.87022246877,374.87645056550144,584.3748938929073,358.0940245560197,51.91258095434947,544.4846960226707,592.75591359102,931.3853682792545,483.7947775326501,125.22117688472024,BENIGN,2025-12-02 20:16:49
80,25163,37,31,2596,708,56653,71,772.5966729137167,118.41105419925924,504.0095152657593,313.18441238347003,605.9758355284381,299.3107941606167,988.5699850104361,469.18362218316247,196.4151850594692,169.23318969698752,435.0546945618242,614.1732288459143,651.8770382682006,286.2612665122232,352.39275236261204,335.1608274125515,784.02920993631,774.2240726279471,16.473581108385925,619.8652406503606,400.60950533695114,528.3859940518718,538.6666324979143,806.5213756253131,570.9643547835317,924.9775339132508,267.54621225328646,598.8498275195128,239.4391933076234,739.7093060101454,216.48553582436404,839.559216527926,BENIGN,2025-12-02 21:13:13
80,872,612,270,11582,15620,3120287,4565,711.9430515424128,441.22840180505085,467.7943879813012,214.36353666068564,809.6348998676739,532.1420072434394,984.6415186098778,0.8727079931593051,477.6201736805502,334.87901682848667,895.9261713595985,562.3832260306523,189.4399946747113,361.69890250121625,299.5201472932307,400.8571103067614,958.7811879351486,321.73074440008844,46.48497914672522,803.1595021734759,2.082586769736161,520.870037185758,502.21335627306274,360.70770995950295,411.04680585345056,359.6812293884756,731.7602440529969,415.6859913913593,297.83257633322,792.0445524218521,558.0697355089898,339.8386320990543,Bot,2025-12-02 21:43:34
80,219399,29,13,867,680,8357,9,322.3959486585839,319.397327733812,704.0639507610703,296.6692313871692,452.281556495802,741.55118589378,843.5023879146904,557.0733888221654,173.87264787616806,814.5043254755011,758.7854060598496,572.1855180301274,504.14549006578034,829.5408553582765,558.5534591056932,5.8180651149807305,690.2950261107615,414.73565515319257,849.6717678026345,379.08190566961986,713.3813631190018,296.2216332380303,890.2473453837404,498.55873603306986,637.1423863002818,544.5067251523651,696.1854186840225,505.2432658615157,370.9621816691231,456.6061201294005,507.0199218117595,664.6504905423008,DoS Slowhttptest,2025-12-03 14:27:29
32066,315,4,1,194,318,22662,57,686.0872477152083,962.812597845064,289.00111584199726,340.06708852484144,646.3929545524038,822.976395302787,840.2518820390137,570.0902304147598,737.6064448301322,694.6371390333056,153.6053777155554,83.4054852734768,37.20650915823143,658.0941143479243,596.2380639474299,303.58310630672423,468.81473427879274,988.1952184752477,137.42638265116446,440.37971407878973,369.53632170851927,421.8095330811944,138.01668006139022,373.69128075178804,3.4210040341754455,844.4906336858014,677.2716063513366,442.774358104587,68.7064399443389,544.2199506657699,688.5848786404828,104.92099100710361,PortScan,2025-12-03 11:46:00
3306,39532,22,19,1738,3655,94173,97,839.0657575991381,373.87938725959026,188.42136379008213,576.825794260619,55.629613304646995,753.0940558335456,106.12346912467297,63.39406726639285,344.5448916446969,49.08860795111269,937.2034632982705,316.327557486054,946.406604504818,676.9447998612271,494.79660663045775,438.476548273889,393.6330272084274,729.6588995542689,389.6800413448134,498.49550032357047,280.77327653266593,494.7222292790665,343.54335663588296,800.1596398552892,834.5558143591437,422.4111555075556,306.80443678872007,995.12333997491,523.6361071000966,418.5961858718582,763.3913447262983,181.76931562020383,BENIGN,2025-12-02 22:46:29
3306,19977,36,7,1808,3558,38341,28,201.3671525224746,81.10912067608878,878.6036160529441,143.83215491567637,37.311961337065824,775.4826991039258,636.4762503878968,148.46507508152462,877.1020219473896,312.7128315646912,355.79019317346496,557.6635367222268,551.2167222413847,71.6002431791034,898.624980927555,669.945599778664,195.83166621955883,328.07592375573904,144.18716522271603,924.3088026643646,515.5269293816314,819.8942474674121,65.5527541586931,272.96265629949966,472.53947711363253,982.4427038748522,805.0343148235239,374.52458488112427,126.53866616205178,332.0495509313093,712.8793927317108,709.1513746510126,BENIGN,2025-12-02 22:37:42
443,6031,10,30,2388,1522,27086,50,374.95353718545067,384.66553457132767,728.9023189395068,914.8388607250914,545.5345465702194,470.770839342153,666.0977312715166,452.21429161775797,2.3745644877833927,698.3463541866948,281.04299681592636,402.2814189362796,626.2896652962604,892.157626327765,911.4135550943255,327.3988926458559,225.97886249157006,125.74634087811299,367.6983244679294,8.055432671908559,911.5067790723022,705.4944401945336,296.9019056910418,213.83654051483003,809.3218879312326,10.423080843388277,287.65642461582166,430.5314894927329,31.972974008919852,697.0457040347501,732.9407482349817,429.682710017764,BENIGN,2025-12-02 23:59:34
22,4369,13,18,3051,282,88070,11,996.7674369328549,187.8766933283337,114.91802571163568,952.6748122441513,633.0483085754022,579.4933645908432,991.3581492897308,606.2274107553086,904.9816029984374,157.3800246493058,114.75460114590331,86.58543476468839,919.1689877168653,282.47532095845816,496.77076671921225,178.268340389545,159.69636909020224,286.65002028057285,714.1819055366219,739.7424168316361,426.90145808218006,459.6682649639806,870.9969619534791,716.5223608529419,895.8764288643983,668.5357850402386,725.4315462100028,103.46033851110148,967.7732929600563,597.2365703769507,476.80821719815526,128.6625989640442,BENIGN,2025-12-03 03:13:29
443,24792,33,22,2662,3735,66761,51,845.4303908791019,6.813865026479626,759.5380710432328,238.9742801065844,94.1428152695637,340.328791625259,495.44660271856236,330.15925607003726,727.5032868144008,872.8316807771881,685.1329437534397,104.20283209232939,209.27046903178947,838.0696849920425,309.23078374305754,453.80455335847256,926.6529306954992,729.2221420274174,396.99984215607765,102.42148241598903,545.1030841542223,171.1760257154007,689.4160083721266,437.29793094211965,662.5566235268086,669.6224537952837,212.31578716743272,354.6931955600524,531.6875615954671,722.3408284228414,680.9358275776025,746.0698231125332,BENIGN,2025-12-03 08:44:10
22,8505,129,172,7783,18624,122668,95,137.03503801233842,693.5364874059792,691.0440554818699,536.2543251687975,696.7813389987925,26.940492906362135,999.760697001571,241.9144517069697,678.6856336954385,20.308888490630284,631.9921121110261,37.34986595084877,842.206612275203,585.7122291095087,386.4814381476972,839.5712264371223,14.377346514302559,229.86326316934424,377.81560066075804,490.9194347255249,374.4193602420869,954.3363142557997,426.6759487040447,196.25911870146774,410.7862623534214,373.02172381093544,415.6430506719412,470.9740035917024,566.1228216794864,698.1890673544405,417.6797372317479,778.0251237761013,SSH-Patator,2025-12-03 04:08:13
38296,2045,7,4,932,369,38456,42,227.51182752429278,962.0432494432174,774.5315034042592,663.0245345474871,760.7775736798643,338.95268025811885,229.61791430622102,903.0787141640486,715.3242494566572,852.0376908170729,704.5784365000612,158.06743762295093,629.3147410685433,441.53181202688694,392.5585592331472,735.0157703878264,256.78515598761567,798.8461734213989,387.7305667436832,371.5596478324307,573.9507388853315,402.5178099152609,567.1942447810046,647.9044096794453,475.22045219544975,594.3779542273512,646.751839246706,341.3952557646965,475.55247571261606,250.5726195266873,173.85526349980873,737.0825185419388,PortScan,2025-12-03 01:14:23
21,33523,38,16,1866,4872,41994,61,990.1130338117929,4.447542562670548,34.690208023782645,442.96818412316605,782.734471181895,509.1224157068944,253.44944564876914,544.4018160113538,357.1507292572298,101.78149826009275,856.1418673163375,229.71589142096173,735.0678166126249,220.64629581924223,49.02302617873222,69.65945576405674,39.974068115490866,208.1561172290126,871.5261002060287,605.6154479372173,352.16020048594856,611.8762706013459,247.58897454092033,248.69874348467357,718.4838348452178,303.96810319308264,742.311454508402,90.39061487192512,922.1908058057236,503.27801179543553,23.46555467450773,99.21422020704284,BENIGN,2025-12-03 03:06:20
21,40535,17,43,1544,1927,69276,85,416.44004237770895,58.0903011793048,262.9927362263924,795.3177238342716,421.924301895761,800.9335300926347,814.3012297644202,476.2995444515534,944.8725804081791,503.2859764723427,36.425202916227974,314.5683226329047,348.08273562937774,495.3407404707938,192.02192005315777,889.4565058646577,927.0403281708692,346.8677963854194,269.63902462196296,934.0446052002003,569.6951828335713,983.6501922154259,717.6699226750184,38.35729300645019,230.94738701809214,733.8356507478863,915.1026062190807,480.270437732228,540.8484917428208,516.4323612152469,696.1930996843281,961.8536460405132,BENIGN,2025-12-03 16:27:31
3306,47613,32,40,2813,1708,39786,6,104.02961740327842,752.7988255421244,207.7564142085111,620.5548340529568,840.0436358781578,90.96981022561135,122.77576783324784,341.98242129628863,24.464491326585346,514.8966705119344,909.5044478129848,174.1223985125746,215.0759755866568,114.2762339267106,287.80762561850935,68.99518871934973,81.70797514802241,61.98307185141738,874.9657442166861,295.30667316779125,288.54236263751807,789.0133741679194,832.0968635468736,139.9773352145639,590.9374486458845,18.481737103219764,618.1236975889184,681.86546761089,22.477103623860238,394.99930830902673,409.69715074504853,770.4653236454817,BENIGN,2025-12-03 09:32:32
21,22292,23,13,4788,210,23153,3,388.5841615043376,693.3424994412226,857.6451531524725,626.997036770294,759.4030821576608,748.8481245786872,210.6232148434224,715.9489093448079,85.55057678976807,200.48007682533265,447.1985158126919,850.8533297664843,717.390206729993,636.6134421478826,941.5809337397378,58.96653770323701,901.6515073461293,186.58288122474443,628.6775782989041,268.5322953339756,197.93400259611536,323.6086145793662,123.7660706385667,635.3808869472858,952.4549457829132,342.1519311427165,990.8921120693857,937.7875118600886,802.736140995071,112.61737738531308,254.3386571602918,808.4022008463733,BENIGN,2025-12-03 05:29:28
443,9813,12,18,4663,3235,62065,36,613.8785779501246,427.8206526128189,892.7836171094431,596.7703474958624,845.7856454970934,18.355286365757006,287.6612456634594,459.3832647866355,966.2123663400673,223.98690422299507,10.96802764387228,998.9181121194308,806.2710237269985,272.1187410418851,465.77746934975994,943.3880372183002,945.0442369721588,325.414649354993,138.55071089391134,728.7503683678328,140.71672286636905,355.20271227164346,357.86458875678716,556.2346262538953,964.502723636206,523.812690737032,446.84663840378425,888.8164973296024,727.2513289980712,758.0037443291458,198.63807962657708,320.7742000118671,BENIGN,2025-12-03 19:16:18
3306,10511,21,25,947,554,99347,24,704.3950737712005,684.632002876996,146.36290624602466,322.67696266283065,566.2575494142166,265.7434157037356,327.66602621790497,459.83295203184827,315.21739223156777,868.2326160427139,610.7617887790964,300.72772255843483,479.97535425608373,542.7397059812664,332.1925085656454,402.4940435573481,71.90361705652681,668.8569845410863,406.0452479760924,632.5058400963194,701.8073872732641,256.4756869698357,849.8365139790106,763.3611830025878,390.0830456041675,395.0472354469069,893.7052176656041,608.7802273524868,355.45482790043104,313.6446001313673,17.8496413861593,652.7362426789591,BENIGN,2025-12-03 17:49:22
21,19394,24,32,771,3039,84240,92,182.0094504439419,962.8625033404054,181.11404660730014,434.5399773662647,430.93854686896793,877.4144681770074,687.2417509549158,245.61473055647343,164.01131979211203,349.19690808187585,328.01896194390736,813.8340557414209,854.1322335751807,595.1762718636567,594.6282462163538,610.0261982808041,162.90313538335423,657.0208920964293,116.40733993619601,931.1472505370034,508.5357803019265,886.3187068358121,934.9842140316604,179.8809742528631,129.6506237250048,557.1247543540057,483.03327084646253,642.3750292698946,446.97135163840704,6.2772866142312145,921.1911708485878,418.97326385921605,BENIGN,2025-12-03 13:02:08
22,21989,42,23,1379,984,27722,48,402.76092763635387,689.6825276102506,420.80336306451215,419.5496707612452,119.44526204819317,697.4212715264965,694.7919531818387,341.63286870914,123.63240804789267,854.520261839892,237.0399725924236,811.0746718666421,163.19326583885697,130.06336476815918,613.9360807248424,267.6403194874285,633.218106075363,87.58625597118663,43.18029569003112,643.2245923673645,140.56886351307406,601.5866707290238,627.5807617291969,847.7059823019099,476.75644965412323,350.17414663527023,347.2134258713001,193.455645077254,105.18206000822595,842.9225538786047,333.50554301859006,949.8976518681998,BENIGN,2025-12-03 01:50:00
80,11469,43,42,1563,3243,53797,51,318.15100447230105,399.6991516235301,566.2664002619757,63.37882494740676,35.63377563262726,166.0666118431986,834.7154452702968,475.3551311315596,581.9974828589302,991.6874533223589,548.1199262570095,163.62219164566162,205.86402519271496,117.27994464771596,706.7244758250754,379.849921571083,925.5170256335273,570.335118224982,151.24265186733655,623.018808875366,271.1107707942878,113.01414016499966,164.49602956020593,559.1160446965644,317.3175584952108,709.5089758135856,446.07227356607115,132.4188815293904,637.791422583862,652.554384217436,272.4178034847273,386.1333828853887,BENIGN,2025-12-03 13:38:00
3306,9648,15,26,1075,4308,94130,9,188.93588235873716,218.4511957250439,662.7047796669547,769.4310820856851,762.1207044138104,16.568541132955694,884.5318159825306,924.3617153250935,544.6668613149787,81.68520370544219,633.7033115085137,604.2753028359664,826.1493630259677,624.4587011328024,84.72457963582059,3.36087421685205,587.7116113998478,592.92569129358,58.13122080212252,952.8713179060879,579.453244767118,417.9006764397053,923.6134545645818,998.2552701528633,880.4887086026993,150.10805955270934,667.4725784198096,752.1824866613018,496.03806587960565,675.3678750308782,500.72855718264884,47.21872213272105,BENIGN,2025-12-03 01:13:17
21,33432,13,34,2171,4667,97181,47,3.4036798772044685,517.9028699779686,447.52076120528085,958.7983063132987,184.91046126555833,156.0083659588728,963.2131306598926,526.0612384097697,527.4825466167031,383.29798316094264,932.2373376961003,552.198822598678,275.9370563017346,226.19748433659103,108.00863520042813,540.6517883856991,188.0462283998582,953.896586994808,948.3496679374119,213.6524723402029,715.3264902149416,449.61006324519747,23.936947613177438,474.17573526435984,530.925309372489,226.9060350555685,285.73015444378814,491.550366285769,645.0205531884019,857.1186803653769,110.8058224017785,878.0839773487364,BENIGN,2025-12-03 16:57:26
22,38679,45,3,2271,1208,43155,19,437.4807978498879,363.15359358995147,405.6061363508658,692.1162767174278,935.210605573938,848.8515806114336,257.0083048229369,73.62906388901568,12.684992951510488,179.5077606934181,979.1739490952108,13.157155372272022,31.866299131897648,129.48210539527616,84.37496636841102,769.5824517823835,569.2329530606803,423.69771000900226,645.7129134938496,60.644972681853204,843.8232620877847,739.6548303742101,923.6764501555689,125.81154399192162,340.1104488778748,807.6536939147062,372.9653119488432,906.4020507525432,433.68322047298034,352.2421139740539,108.34714125887868,510.2998559498164,BENIGN,2025-12-03 00:42:07
