Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
3306,47051,15,37,2483,2890,68958,6,619.6498040118057,423.53242220231755,672.5337961745735,516.8788507922148,531.163766367882,484.8116522545794,924.096288948459,844.6680955926672,933.6450816167976,746.8874294511536,402.1962664509092,952.655272684306,191.83945142300152,170.66649821749945,815.0498301439047,523.0598792127392,874.5583414132204,208.28655122341598,81.12469800968391,219.75396366881296,991.3167148234668,415.44289567388046,727.503262345428,83.29843934345149,600.9914850246797,366.65111529307893,889.3827939611422,360.1486686202892,47.18281070640662,65.81410182034408,374.68389557871353,244.9051471288015,BENIGN,2025-12-04 11:55:14
21,20825,31,31,3629,1936,9725,33,412.73169460848544,333.3474370663295,958.77231295668,472.4520056037308,632.2123522714587,303.48141562772327,485.14937170819417,686.6096029275402,307.48587189052347,784.4791102535376,341.1089218414486,435.6394251214273,56.80872508780277,113.5391111143026,514.573446839069,32.50223246990625,703.2705332824972,691.2284561945028,9.296947059375448,930.5011078016606,296.25445518386937,86.95220983213936,909.451692976861,422.15961233416454,516.9139789675062,329.0856234648888,908.6190589857471,696.2831341641362,4.0085533370958215,680.6502219748979,78.4406052818969,34.12762528566049,BENIGN,2025-12-04 02:51:55
443,11236,1315,50,28687,9055,1882973,6617,326.03971506117955,747.5352133664177,200.400960681409,179.3229822180197,389.71660239235996,877.1762476082893,572.0308830895018,352.6114023890451,207.82046664010056,534.0760388764811,29.412738885516543,913.6662830012607,491.3235371705046,362.7147465354055,495.2859555902726,223.82519697353652,272.294086573856,162.41236721231965,227.3701328569997,311.960199877538,631.4952888398624,843.0845844070019,792.3539472957934,140.1757843951561,895.5628496327374,420.31441428121883,447.04163646816363,497.71160394081727,933.9834692407879,758.6740650502389,6.739155534023822,73.28916358684756,DoS GoldenEye,2025-12-04 15:37:56
3306,44008,19,9,1089,1478,49283,54,855.214097640644,765.2751716589195,973.9665599363473,569.7375843795768,639.5545194843345,126.07131199262211,442.11198958991116,338.60772266114014,189.84313811699937,825.7108537856535,999.4636579855456,474.460821392937,667.3591714793284,442.5629089223082,611.8441605779304,247.1344326987358,346.9853582953946,887.841689999549,155.3539636051746,337.0679380262378,532.4321404679263,821.3644489097163,906.8611304319165,796.7676596345187,430.72649192278357,712.4427236038681,112.43707683259451,274.2492069126105,614.6881160129653,589.6808257616809,868.1276607727136,499.4016180873092,BENIGN,2025-12-04 11:48:44
443,36823,47,3,2044,4394,34399,1,625.5981013087869,891.3946577210295,916.9459692037959,553.7018859353794,298.83322257659427,45.58329219989466,247.0468420642049,703.0204872790077,26.25411934998956,302.35301839794926,231.92408257126996,83.677524185782,413.00330558827426,130.9982810230369,204.81480786455074,374.98252405210764,881.9217014168416,136.71200100577963,733.3870745803018,902.4662125613496,623.5657357594513,518.8396317632212,943.3563480449627,186.91737213736138,562.8024282060587,401.2634615505857,902.6341577976502,539.0433692445994,541.2720781022422,150.7168729642152,308.9723555311101,223.02520559290184,BENIGN,2025-12-04 19:28:00
443,45844,39,44,3929,1906,47061,85,722.9041304102358,126.85996667680699,307.75607598727714,535.7868399733983,167.3705846960586,667.0653634357561,908.673026080696,289.75390507759823,97.626234999322,656.1340436735603,75.52731490862408,202.00732980470391,951.8965676695694,712.7599836509678,252.99063317684212,242.83908612242334,746.0082183474935,673.0746994192751,121.01209810232783,822.7413800374566,271.7094782287166,765.1808417240223,946.8448201515778,544.4260384626162,549.4899851939064,388.5350536875626,339.55418241827573,714.548460691943,912.1448954304523,811.4790599792551,713.1679980600559,337.4734357279072,BENIGN,2025-12-04 01:39:34
443,252736,20,2,3264,226,7161,6,770.0535489684702,803.1066293797662,865.6992807629107,436.4332564802774,497.56692064579477,61.211098068608024,476.2653022252341,453.8747331805243,391.1654495772419,249.83037940240683,748.3168027864834,399.2675644787508,762.8039113835234,369.8057257664199,810.9858479033991,508.35709695541397,537.0575659763218,606.6780692819137,918.9892030595423,410.62078096334784,620.0262109057663,627.4817946071921,588.0096562843662,744.3891270022835,196.59821319082081,804.4156425321528,172.0583960320301,63.99993191434628,139.62309504209568,261.91222691107475,211.88676778756377,465.4821463130463,DoS slowloris,2025-12-04 01:38:35
22,38921,1,26,1804,584,29746,62,518.9107216474312,353.88780334040734,294.1051042880357,399.20390479719504,91.07732570041182,987.1290367034928,74.50517760740283,343.12520715284114,779.4699057021361,283.5496299839525,908.3372743629678,241.23478382585228,568.5669108219512,605.9925801744913,415.026395292224,686.5109792031716,998.9159603902078,747.6943271930315,609.8771760387264,410.80203048055307,895.2149137769873,370.32637704720327,786.4540660377143,718.775967027374,963.8048688164808,310.8192056850101,132.07184881965216,296.3434598006248,308.4906308844029,791.9383746542006,377.0304856056271,592.0948670703445,BENIGN,2025-12-04 12:18:40
80,133504,29,8,643,554,3791,2,569.1233155289947,607.3998929326331,699.0988444833736,695.3867351677743,971.2041643844306,895.2568318163941,22.484410027799772,109.05276456073764,477.97680479881853,639.1991823932524,405.34378128862835,564.0085988380853,912.5435635176559,952.915563921728,655.1585932640705,356.75393781732487,206.4876778767053,876.9485242689034,853.5490879816645,233.88385636510668,658.3726539615874,994.6398307112654,630.4427788528008,306.2605448890734,884.4864075282716,701.1424018256482,133.28926062963288,281.7209647537351,484.8906737759736,985.6226891186936,109.34037863746593,939.1064503951945,DoS slowloris,2025-12-03 23:19:39
3306,37341,7,42,3228,1909,54220,91,377.2566613925474,400.77732630522536,93.55330714917032,699.1241855848614,569.0756767302339,109.8310300937445,835.7160765969186,506.1037852814727,369.95315102116,885.9266570425289,412.08271032759393,96.73154240713532,524.4236255968066,171.14303379347916,988.5636076194775,344.0466443172524,330.1831964630861,598.54486415424,895.4057766495673,381.2154181106071,370.18038163276344,364.41721424483785,748.0453976583005,728.204306219979,561.2151485340938,388.82940236404806,921.9566699341268,125.5243303810627,218.63789404552614,709.9746792881672,310.53541369735194,523.2479359592122,BENIGN,2025-12-04 03:24:55
8080,2038,117,154,8958,39192,184707,289,224.51069317907292,86.73647607344836,274.67323998342033,790.1690455570528,292.30560933418224,979.6140941106092,650.023532722263,547.3458663426673,307.4573105770967,990.3205610999614,950.9358692662945,899.8004303653981,390.80141275622793,437.89592022556957,605.361790061957,798.382330619141,507.23569113830666,713.71241012127,601.2044492658873,336.6593021751605,130.73867205773092,124.91605646212788,317.18291275433654,753.2694501484618,71.51711927353688,343.8226938850254,959.2628891532477,186.05002535514703,630.8840761646954,919.0443316197827,224.99557843446905,816.8978111303322,Web Attack SQL Injection,2025-12-03 21:28:34
1458,3006,5,0,641,273,17937,71,533.5996929108096,513.491068785945,465.6882236418519,428.38830071210646,9.759493620258075,38.64455768217356,341.1953610116503,18.861891464601488,387.45563683868,598.5989279518844,267.9226269547336,720.6891973866709,254.8719772792123,89.70608373584422,598.9319660936452,206.49307282594765,755.2398809007548,43.720357630086745,380.59693184613394,395.53115684215635,718.391687716147,832.133618716774,90.92782525407628,879.1339137590535,810.3015453297157,908.5141589201327,207.85994498146763,223.35085610499982,16.90686423766452,126.06253297013915,409.92291324165933,944.5898254448199,PortScan,2025-12-04 09:20:29
22,37994,13,27,349,2862,44875,73,255.89708686589174,309.5429973121644,495.37137281142174,603.122119379831,302.1067263174638,601.096407309609,872.632841094935,891.4270757023066,214.2792682858956,170.2937503812657,217.79706947687205,845.9963961899539,800.0132612666089,901.3889880817385,723.3920177413904,736.4776117737565,327.697269204376,148.149810680831,766.5633865573802,307.58497287276754,840.0362281336049,384.41175747326304,433.02194411105455,499.8007013865967,545.3351051188366,804.0960469322853,299.24028447761117,927.6606889660372,941.0295220607804,741.5291554925853,597.0395405638462,617.9103179746314,BENIGN,2025-12-04 17:42:33
3306,33671,17,48,503,4566,46905,45,140.29716669551206,632.4154443294601,170.42264963160991,318.6251152803006,677.5325561757408,849.543170922479,666.9613542566491,729.2988820716891,987.3316431040433,886.6553409018342,843.0553850537724,516.3345206660794,387.3475748630495,363.6159196834392,174.27674225170432,612.5746036005979,725.561900677308,822.1710612159874,333.2186250286021,982.5831184626804,144.53961320890917,65.87336789567854,471.16092259042085,252.21525756026253,538.7608698371431,702.1462316136513,162.23415728880707,897.2974835791713,898.6451445729798,102.77025213662682,332.72628653492166,23.993109030199356,BENIGN,2025-12-04 03:06:09
443,14527,1371,10,92166,2477,1801494,1111,203.10714731183722,775.4164093642829,247.75236872643103,194.35758421611783,935.6877786543716,855.2332008626038,771.350605828795,977.2364746206954,391.33637718047254,305.6594223341377,244.75587896266538,463.58284630957746,64.92970117837072,180.1468179114606,905.2465736497937,148.19702164384307,17.6092133619451,8.703418797676665,764.7390262313984,447.59090097305364,594.785640226742,962.5782911000697,655.733145045115,455.609632615457,598.8250312809025,539.8614269546631,763.0633923727596,154.1412252649569,71.94296543525358,459.53883518542705,608.7549493038259,703.3393309817949,DoS Hulk,2025-12-04 17:19:15
22,16825,41,26,1584,969,16671,93,298.66830736125814,247.80822446229712,25.031473504881774,783.1479380160744,425.3307670753127,907.8047616782645,407.5175195482013,523.5030443070538,653.4854682164816,496.66715814006903,615.7001797376348,67.57217230663271,203.01811055785612,338.9865093279818,125.20794350640641,472.16875045237896,980.3713957695215,150.18318860133573,126.07996078791228,594.8867016231125,641.3916734248279,368.73722784098493,421.4503278598282,25.195795227250795,389.57403507099076,711.5785415654669,800.5521389196481,506.9727457230344,61.004621582361864,60.108030989518,196.92176733521305,937.0579028421107,BENIGN,2025-12-04 10:46:34
80,4553,3093,402,493177,99610,9229420,2719,751.496768497991,539.5544365455072,858.0597177457934,95.14053790641286,834.9908478939791,260.84645984466715,667.6431453925067,908.2595829219617,868.9296530961695,755.3418769958463,579.6463970126199,795.639558842495,930.8281931731534,551.862139111987,928.1075858525917,632.4758406085009,790.8921497475352,939.8692951390288,860.777674818222,15.837174885281247,18.494703245342414,155.10382816991674,419.7733444400662,166.1055180381752,149.0994494679162,373.6799022481396,761.7092224136803,742.4977360325431,600.4353023407842,779.722944524802,785.7561507906744,507.31602508333253,DDoS,2025-12-04 13:39:28
22,10647,14,27,3942,4329,42258,83,560.1130456701632,717.7475192043086,656.596862439871,98.67982972750167,564.018801324863,753.5786066131718,834.5929914494969,436.4935856415794,259.1681657276703,479.38986249618597,969.1227647298995,801.6334200924318,857.1503049512263,755.4564694852684,484.08211947183275,185.10785908088755,71.5832529682352,407.69439891840034,654.0176259611844,264.7691147925914,379.3684098366421,966.8213857123278,127.22036118020907,974.9548458635417,658.5021102099473,909.0468472219284,331.12845486554585,387.03333303831636,24.253158521222783,974.1396635143599,377.8352047817577,317.9181448496703,BENIGN,2025-12-04 10:53:08
21,18881,23,6,3614,558,66530,52,22.34314114853364,76.71600659783596,46.07134695700799,56.87786374421222,771.1148328896608,928.75389667335,309.9133982584945,14.453219502043368,248.2218764962366,954.5938478878724,62.14163386284754,180.57976810233677,327.96593779328543,950.7333326377178,512.5706258635761,498.81010248605764,345.90103231738345,553.2054528428133,504.2351428125511,309.08591557408573,254.0624800253043,747.4336468095585,785.3138847716699,851.7903192298696,800.5457098181492,174.84375175922173,37.831840090519876,865.6042871248214,314.4607676633249,235.31715371622542,411.93148723810623,831.3881590066193,BENIGN,2025-12-04 03:59:34
80,286071,45,3,3830,156,6520,2,246.27420147983258,358.38730940237207,279.69195905609456,224.4137326464156,911.3934949046802,716.3984409006426,323.71071036700016,207.35151262495455,219.9669755353233,79.61305455719292,513.1207673003352,981.1779807951687,910.4639403855144,429.96998910030993,208.85748796864124,674.2836039611232,813.4228587413398,124.76530259302277,854.9774941523625,476.4124780893868,83.3587751548226,104.8439053709973,145.45244080970642,68.31428975179233,278.0591665998292,934.7321422463579,838.9789544041188,778.1044738923167,596.3746170567603,589.6831417252241,467.3965760444397,598.9382132311343,DoS slowloris,2025-12-04 13:31:57
80,36135,12,19,1069,1010,81863,98,597.7879115488288,478.3849335589974,734.2853212433181,357.9699700548833,504.87914579083235,722.5787293636884,708.2578831891765,693.7474542247135,172.74076575688014,676.9410287393686,615.5893257848663,478.7462627507082,371.0105840769905,250.1042678340124,107.39253440567076,384.5726463500988,845.9955101413472,581.6567303278986,783.6926161744068,345.73694176837955,28.05023618887581,86.10430876532993,228.6941480436605,969.580075025932,755.6750692014657,608.8234731979619,542.30449684867,919.731846002025,156.49775012489954,670.7897488672376,966.1949828291606,528.5317783268249,BENIGN,2025-12-04 04:29:09
36571,2763,7,0,745,95,43728,52,330.3946278748023,662.083928194115,732.276163642816,197.98558075338067,851.3322444888519,563.5830584521278,726.1248481906094,674.9724846912945,602.4491477169234,999.276537374828,348.29352658567956,837.5001465704731,716.8191062584119,45.595425832317794,857.1641541322542,7.846605819093466,469.92542416646864,888.8670919673672,793.0445811029095,70.69223917261303,118.68174222316784,336.2557197456952,306.2860333328278,103.39960861199526,70.8311787971495,456.07144196603946,30.26857134297356,953.0016361626077,963.3314526053966,667.7243911108861,355.3111841598463,704.5726764933271,PortScan,2025-12-04 00:45:32
22,7104,158,199,18134,16229,179087,150,705.3430878993573,4.333105449370711,757.3882933853487,150.0624656417864,288.3518671668518,949.9544315822241,658.4515484319046,503.80381181987264,86.92615516209045,933.9958695766184,943.4439784903451,983.1495801007176,701.5522005972517,61.192216840370016,989.5988205048559,345.8353387117834,432.0022326575537,652.8482707431273,859.1669911182288,541.9863166327436,348.9727144848928,136.34586579785045,230.8698078139667,169.77736736433292,615.6897874821871,714.2701218289242,784.491203687397,61.17363268751197,760.2868050223129,296.380214829378,59.060213277926096,927.679239338414,SSH-Patator,2025-12-04 16:15:47
21,4973,197,125,18036,18805,75551,160,855.8483311325982,626.1894646157918,675.9337931333813,151.14220731206063,176.8545919321005,877.9626931444375,436.20271221958086,467.62677901350594,832.8946726340089,225.5534679901151,307.6708840839248,735.8906658847859,122.8465333911003,632.9211467602323,271.464671935291,46.884122880650025,141.70582457378077,608.4080888704867,414.77258995076403,601.23270907649,411.7162824612299,954.5675756192064,274.6151671819002,135.57445620105503,774.2082222468664,410.96610336097797,783.2799028298264,613.9026642668812,542.1535716366533,791.7912140656518,954.8192965209777,642.1193234390498,SSH-Patator,2025-12-04 12:56:07
80,32275,34,44,3560,4789,88297,69,963.4763520058012,766.9981400599376,917.3648506335979,57.77450058335032,924.5340820318008,396.4980163944006,212.2987064298223,709.413129934933,234.86853333398284,719.6427381300102,167.56065234824868,226.152801641642,232.7999621145277,546.1816413993514,327.8175322413668,454.402091384858,208.12331652072703,543.3363300011804,595.4779746377666,431.4798603218186,166.9856192418797,725.7100430308897,974.4233915297496,895.1052059885922,975.8407189142164,727.7548874557125,436.7942675062407,189.46126985803758,993.3684850129471,881.514947633294,23.46636647692979,357.0437403462221,BENIGN,2025-12-04 03:59:59
443,44893,20,22,644,1038,91340,31,356.19676767050737,420.57509477939215,237.070087174564,139.16755326182061,428.9512562373169,592.6443794547088,919.9203937452555,59.72568175677895,722.5653911491627,48.84385963396043,873.8059650254887,875.6997693626612,435.01326796961524,622.8835961435625,928.6090437588834,631.8301708203403,858.1925188998255,932.472347733616,147.41855962018548,990.9645624686663,566.2582470677527,991.4394858774207,910.390471156062,383.3800314560338,860.7202995525415,274.6045403368277,243.952416126177,274.4334715716623,169.7862627122475,549.0933140306788,795.2177643437841,199.99809638483134,BENIGN,2025-12-04 04:50:54
21,36763,11,2,629,561,22522,88,332.5450856807679,892.1073294633353,795.1807613867537,858.4825034479328,105.9185219248584,955.6137467630202,265.6296952232583,106.2008471988951,934.7870240467836,222.0352621868399,195.80021484919706,351.25268747525564,818.172266179271,533.3971591500099,436.4378819573714,771.0281321820223,1.5130020707465608,437.69575748366776,762.4317168172946,142.00865729700928,918.9894387617458,567.1281217782137,614.98104220413,961.3126952711287,797.658556003576,311.1318388440567,106.1844111957101,717.0728990785367,886.0997225839996,365.018747123755,916.3694240232264,228.58749700792126,BENIGN,2025-12-04 15:19:24
443,6575,225,258,41242,23597,1181195,3386,157.8151275524604,238.00490254319095,312.43328015025753,502.08380937070586,394.4522943889346,33.55288179501148,525.1380061026908,947.4069912605087,752.1791906149485,240.84962094192264,439.44044144988004,339.0857188371408,582.0305883542268,212.97364235008575,86.33885016904385,760.7289203343702,872.6665894589962,692.086272397862,590.5073522723336,86.56211077494946,553.69776400899,376.47173666785204,947.7972069055857,307.8054036635514,818.0155292722408,708.1020123771447,687.2879596275993,690.7826646785276,838.046684456856,131.59405964495875,503.9878073914391,373.80139434417015,Bot,2025-12-04 00:14:52
22,44600,13,34,3375,1847,13522,65,903.8160021620538,788.4535642685954,702.4517103299304,907.264605166318,134.80390481159355,557.1799409092048,25.832795361517945,252.01502762277806,86.0863661925263,852.2097213848219,95.40645499193157,536.655255282554,458.053478118321,375.25089308128076,631.3698688508737,630.7050709826508,955.8116757037026,140.55802356887227,114.9989511653442,196.91812578103963,871.6876388021133,816.329552687554,773.1815948457499,705.8583663695184,131.7528147313658,352.6908883471421,259.6658063443852,629.8744905893147,105.27099907924121,275.9227345348884,943.6512044631183,901.2981687597209,BENIGN,2025-12-04 16:21:26
443,14977,13,39,2195,4175,19354,98,911.2816877413619,977.3384590290673,834.8761822053134,754.4163728580008,375.65310930972583,961.085928641248,746.1662008251886,776.9673606466914,451.1900170351122,715.858863021179,400.027455599915,665.9383200134729,815.3845056927811,681.7304624753767,91.75820696351778,278.85196553922276,682.8749244379982,235.15682568948182,176.57085038149967,328.44532009666403,351.88897039821796,237.1024392683767,195.1457593274568,347.6092041266784,533.3978150482884,365.6730020858182,803.1953796609988,788.5069732837421,161.64498913340597,400.81234901968287,55.99982551636773,456.77182725410603,BENIGN,2025-12-04 18:45:23
80,460989,38,17,2436,233,1104,9,702.5594810385116,934.5292319234995,731.3351138959921,825.8120999554928,380.6025343836197,381.34944958189664,596.3450626755748,258.4851312253418,868.9184000869302,454.07243746188783,386.41006575403316,2.157644425420213,37.33577795086429,216.43638571476288,670.9584226809319,250.87584550616782,511.9676779590325,44.14905577791994,913.1261306095835,245.63073700980988,603.9458387723332,997.4561135586806,13.957913256554267,987.4942350175392,372.9758140708105,552.6562798193626,469.8457933514837,796.2336669577198,88.12262334080057,388.8147376996419,25.238877863820175,824.4417497314081,DoS Slowhttptest,2025-12-04 18:15:58
443,16625,9,40,1265,310,40461,87,87.03984201354942,166.9217308271823,241.72028114715005,251.22894063516154,861.6435047130035,654.227649753449,867.2808136838719,433.7512814020276,959.2792841368737,545.1397399492465,136.494787515969,124.97505427823852,907.6766123649041,546.332972472093,347.44109347741494,404.77541910874015,619.291974862476,740.8039015892947,198.73726765482246,119.17655237403046,556.6165253744762,58.30463889385962,458.1186602322723,645.4355325477859,857.907518645794,529.3092997796186,123.94339960647949,403.30394556174565,885.5230862405124,429.22113763076663,317.8620108712501,66.29144334187254,BENIGN,2025-12-04 14:57:49
21,36643,48,23,3769,3880,8047,26,661.1544496210355,500.56165687321317,987.0947888005358,20.614275950638916,751.7537886154871,110.04294958742345,171.15166817567396,604.3406582198676,336.2009715218131,623.405528393382,845.6108684078374,25.849768063068936,847.3924642883811,644.5382881396483,349.4195228923408,583.6298199152398,434.0452737520072,56.26225614941127,581.3213384668226,671.4058223401929,806.8343721250061,740.9913605103517,134.24293108126184,985.1798553343832,718.0979566221082,156.59398606746154,882.7934914128164,483.7719906199581,137.71352822138405,728.1189684993757,312.07638571760896,52.01420300316328,BENIGN,2025-12-04 07:13:41
22,13351,21,42,486,166,59327,4,316.7351458133798,302.5161585919511,766.2775421151116,50.7577575318765,543.6057570144102,339.104880325464,601.6338409883076,628.2835051947063,579.3989911390712,187.14034997997442,777.6805238669198,689.9732100248515,218.87312343664988,492.1013742247804,911.202010326442,836.2742543306716,256.6867855548395,524.4134451985121,462.1863058918385,254.58600563172962,289.8186043353518,191.2441888073325,150.48759215439256,779.1684081049972,558.7571739886998,175.85105906882802,627.5420930343465,250.62798709706925,431.389078293666,172.46183044602458,236.96341879166084,864.9649077704505,BENIGN,2025-12-04 00:21:01
