Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Label,Timestamp
3306,40914,28,13,2569,3358,47586,33,265.93390680478757,196.30888041223827,16.87488402350512,691.7190893573367,435.3422333136008,38.100885028030106,574.8972132417742,640.2988459187189,994.5935611134055,440.4884210038078,860.1229868707081,562.7133561072042,635.9005239261428,441.9230390877039,357.1094986995997,251.29995911414403,505.3663070093224,17.290532733350684,818.7385768009831,589.5791056364559,164.95147482752347,14.451949379702956,870.0694879571815,544.1129952058243,272.2847543579513,116.62006282337333,675.5154463558329,990.0903385002439,73.30207506142794,99.65242082492354,391.6136263273398,675.7145175933773,BENIGN,2025-12-06 21:01:37
21,13253,10,19,2504,1148,54667,81,86.81353429403504,129.38746462395633,845.6948466557893,417.368588686853,511.58130196544016,435.2102030736622,823.2872079151368,596.0452109083986,238.03305238034145,904.4472908598125,626.2436595746325,59.242157516601004,251.25384512717142,781.6678341359122,891.1664237215621,268.59536609334054,447.9014589536644,553.3466087508136,192.83372273907185,667.0612198417809,163.65095718344992,309.8276001792527,598.5289360879505,42.813892780248494,334.51834791449954,111.90334068566044,208.36318327384296,95.27236547792862,148.49195785266656,955.0505488707164,931.743375436919,226.23978091564047,BENIGN,2025-12-07 17:35:32
80,45443,16,11,2100,3357,85637,42,402.5036121684542,99.86044798418826,718.094403908644,574.6397885453429,747.47896131005,697.1324695898127,460.69789538825677,288.22599973112096,196.50169187346654,183.90349738592536,468.8942058817551,600.3579281161465,831.1023602949218,648.5607090290526,533.2517228289292,60.67324601781965,251.65399610830863,961.6589716060926,814.6245175735879,659.242103648533,155.10754809592376,416.31607680317694,635.032365473189,401.00104788083456,537.3017999678734,549.6422535462414,216.63747371103094,218.51506674624977,131.90240828432297,48.06380307604097,525.7716621705256,334.0431846394696,BENIGN,2025-12-07 12:35:24
80,5699,123,21,21496,45695,384442,340,722.0624364674334,35.98267903633978,209.42415075389263,559.8014887311517,260.3483047855369,968.9597918208797,164.03114183139766,726.9175012770678,258.90940689662045,292.2455554721619,83.82111882004072,327.92616584493885,207.27319462141668,181.98857052375374,133.3216323550479,326.5739331052725,176.76543463998306,717.7641097509847,836.4761031962972,142.39820629413836,242.5607267615252,177.8708953752368,811.9479886553939,812.236068355341,986.7720061714931,31.89266357149623,853.8763421470904,576.4597401916768,119.66005067000651,475.35343340673984,50.89133421413228,642.160988049129,Web Attack Brute Force,2025-12-07 16:49:23
3306,34515,22,46,682,4464,7138,24,903.3798847071145,849.3098983824204,21.851805086723573,346.90359346493995,401.60291811726165,850.6583419522576,881.6703434189234,480.0930812021852,850.8573433498414,543.4894922619283,940.2005360758764,990.7631283200047,625.1443928175185,292.78319950800955,560.8445208632019,843.9632120703906,932.1093988046695,543.2165055919418,877.8076710045799,212.014969751535,241.8622334313335,722.6903530093185,154.00907958627153,723.2894262357232,223.34735814926532,780.6003201899783,465.28617404709263,969.6934116436979,658.1108905619743,961.5877469800105,766.5665348517499,75.57688371716364,BENIGN,2025-12-07 12:34:47
3306,7811,16,32,2826,2346,10993,73,659.7302622882038,694.3217698924963,285.5327012266764,686.275635111894,932.7682417021164,627.6838246093147,133.16367883936397,888.9030481296575,628.0345072139403,902.7100509410182,680.5788345395803,518.6157545793985,599.984418887018,402.6111345390594,924.7772348191301,714.3774821497642,247.44001264213267,227.5744131112446,813.7768798582248,34.1945905068376,820.4379846985922,253.41482394445757,953.1470296207425,532.2494703815181,345.8801877866249,841.064981412912,817.9484264498184,529.4503419725929,813.9644535414837,163.15725076256615,844.1869078290027,945.094330953223,BENIGN,2025-12-06 23:34:04
80,3794,26,9,3243,3726,40561,10,607.1446986379611,357.6020153544337,452.90655750311504,957.5910078186696,102.61676579819756,658.2100261864441,119.24883883749138,473.96525634511175,827.2573786798102,233.56700810810338,572.9834351264874,558.3830983483437,976.3090276333224,203.56220472062702,537.8153786221162,530.1737785254758,78.58252118682884,82.78642376779466,234.8144145872336,173.79964642858513,764.5834416407982,632.931614836295,865.520265295541,986.0094309683619,927.941858088708,223.0806962362889,355.7193140981391,316.83113439403985,577.2238161452995,620.5820641688284,534.4671003340401,969.4735586498749,BENIGN,2025-12-07 06:16:12
80,26758,7,42,4625,4730,39050,14,284.67192270517705,410.4140288122411,399.8627980387538,386.4209943818746,855.1908596472626,336.0089044054144,575.836970840486,255.8143337101807,319.63711110990977,867.1893875414048,695.55899916499,129.45622228750287,218.03027152798126,264.34087000769455,647.0186705456332,541.0085519564074,810.4626088466181,159.58478922574338,70.95905488025222,709.5407671364317,747.8482227562802,476.98916659351096,383.7305427633679,486.8690492981822,517.3797165974848,183.57449916717428,464.6944469205004,722.7206292341444,403.37491196565435,13.31575992171019,472.2672552416728,197.84065568575028,BENIGN,2025-12-07 03:28:31
80,12784,161,148,44399,12641,488160,322,691.5686576158276,496.4224074515005,782.4935925488509,859.9807147464868,319.9332854179524,346.5586631252846,665.1351429443903,731.8924511812685,435.79034808965037,490.7110879890264,931.5432380783399,415.2749608041524,255.44656500965013,891.5007748824444,770.2356277685965,896.5770499722366,90.74065319865909,120.85584528092042,553.1101011908418,684.4491322775141,565.3601778365257,310.04037470014146,504.19735530804155,738.8753874014236,981.2366042873675,992.7184352277392,822.8090133865277,589.4743737539636,910.6119146295083,228.39620979626264,71.86296592077656,693.3285334614662,Web Attack XSS,2025-12-07 10:18:14
3306,1654,34,3,1629,3387,65454,79,482.05933963236333,264.77011009204153,98.75524812329384,348.69036889445107,208.5824975330297,531.5923201054976,888.9086656138321,314.90226565269586,830.5267755213346,907.1839919422143,880.7160557056466,887.3684166889839,477.8331897908296,512.9717341950471,476.9358776091083,592.3685855306057,382.94624536357236,353.36002665238055,550.5291651901706,362.950830885851,113.77924797799533,568.5394793652051,14.467771477353786,111.26075286221626,14.423030578350037,128.52696529506147,887.1919655296915,379.94608743365444,173.69522327160158,521.1693250833248,427.55498336826395,239.1968911765283,BENIGN,2025-12-06 22:28:06
443,443910,32,16,3751,886,2483,6,928.9237613280613,23.145015745742683,335.90267666947483,452.8685904482018,824.4320360936549,325.65646755986256,878.8885266553193,116.92525851103774,575.6909282448877,939.8411264206009,818.032350247349,678.3830638270845,124.0717043038091,853.6758276793562,98.73550931169662,243.80911545788285,810.9642349161178,232.5514189060106,118.23709531314408,842.7594097276717,442.11387028165336,700.8272238325085,933.1607820758989,856.6718245241633,80.92820802192946,876.185787375282,942.4460617879872,836.0764378356959,40.67924913914478,568.5698984603741,206.75885600158273,516.7548483164217,DoS slowloris,2025-12-07 09:50:34
22,36419,42,33,3318,1981,19580,63,523.3193840458473,685.990652463031,69.31191498372502,727.8034364291725,290.7823135400348,440.54739448687405,664.1704105072257,433.1161730067895,162.31329364346425,300.3643343216603,839.6904683726694,730.9174218011733,255.17782671165378,41.31536212499587,195.1526179809293,16.52091054630911,221.7624493027599,921.029462579752,19.202478856268357,332.6583892021371,244.46175508315326,15.868774820078313,805.1645542102514,223.12853937817056,940.0868354796789,889.2002303479235,231.1707233062056,169.6585559740399,867.272329223456,500.8325569023342,819.546737993628,439.35831532094807,BENIGN,2025-12-07 03:08:32
21,42446,30,41,4394,4348,23347,14,92.39404219813552,357.16312528215366,659.9425436164337,774.4624766036425,18.88628257015268,877.590425018558,680.4755217615333,639.6142375847381,313.7713051211484,325.327429581266,375.38398696629235,211.35069604814305,598.3150711692991,395.51316979828266,709.6835417775274,60.78810325688011,270.7398800538089,612.0544944141718,260.3506681425849,232.9988077253552,219.28103208739523,95.98466206375056,267.6557408198561,777.5605046535195,103.04556473261984,639.1238647620461,745.7253372439897,73.69871007295781,111.35927765008758,350.6217387399045,306.34946394832576,368.8778779399264,BENIGN,2025-12-07 00:38:43
22,14853,13,1,4939,2905,93043,21,957.9251054935513,618.8814293602326,639.6928361361086,969.3409410477271,314.12440819585953,454.4963551545915,656.6968206294488,929.2551852939479,902.0836698292978,567.3961367021245,38.63623992525034,950.8572974021816,728.7017033875526,218.23116956059764,354.4714779104966,356.7376982245477,899.5907908753517,189.942443704473,837.8045840030238,91.5008130258651,678.9615133886547,55.551813452256795,373.4421602329064,53.65549829739713,402.8533005414909,465.7912732040683,678.0265009424944,381.5530041126478,990.5709176454276,230.88925447717966,981.4846449419314,909.4549170275103,BENIGN,2025-12-07 08:36:04
22,23313,37,14,4050,1360,11545,72,2.6644205151294953,402.9506796714544,252.7553009933261,127.32063032304819,882.4893270027122,835.7925064312694,236.06461560614466,252.05159110261044,938.0318524804399,511.36826035843654,213.2250547792388,119.92044457396378,474.71308236521725,841.5396446421715,894.8560380606197,931.9967214684823,160.28374607011108,196.19472030632014,508.8165490242784,701.2722212432412,766.3226820017655,54.01925950230413,756.1272690432085,37.023001316093044,122.52610209629755,378.2925187553825,563.1678357801894,581.7254996592734,125.2188000287322,81.31129839052986,297.42347042779585,708.5972421265108,BENIGN,2025-12-06 20:01:32
3306,39337,20,6,2782,2446,33912,57,616.862170989318,935.7325517989468,178.2168594570135,535.1302365317796,743.9655722012735,475.88474662708825,469.77460921318425,477.31894912499837,574.0857148102792,213.7975934950689,854.0015525827047,724.2534389159292,88.23872325869753,154.10880237995116,432.12734572549425,603.2461375758539,464.2031774074695,457.65309730258286,17.529542921536745,324.615265072007,991.8700940979735,439.7212019845144,233.60809563121643,462.807197573883,172.72638414165576,999.6131284675567,460.31388871061984,664.0516964609047,29.52077543338738,783.512734911562,733.1266902054829,192.02028054441945,BENIGN,2025-12-06 23:51:36
443,15674,1011,48,59456,3472,1217104,4077,400.2552572819157,89.09399697262532,614.7589904403916,233.077063141528,516.8783156774339,957.3523037088324,964.956684018456,823.2082130427235,57.58112307511853,909.4327345764463,179.71638371760568,359.69142704072135,45.84588231175757,532.9152856263022,791.2466798477496,247.62947087258024,7.687717216783185,995.0609767634479,594.803862097614,347.2709227998807,157.60218105979862,912.427402595972,898.2015753179369,747.4425628495616,586.165402279369,253.14310398108574,12.325244759184727,530.1978480060218,298.2821313457389,590.4588622014264,970.4285552574005,580.1874036852432,DoS Hulk,2025-12-06 20:24:11
80,40756,8,20,3491,4199,90791,90,446.84359061631494,392.2618063742489,326.11779370285296,224.26124924107881,451.85893547578905,165.21479484986324,208.8475326929461,57.49901743689823,73.56875077832015,830.9413230534329,205.725010848402,434.1591590482835,628.123464821014,416.7674447897494,278.3688048836789,105.95718303160318,746.3763168789258,650.9281034745242,162.88503008108523,706.1313768423224,662.5324994927498,919.6394288301952,771.6330304419578,779.9738671719307,224.2772548030666,372.10446328984335,232.1200702691395,176.68636304529196,964.7538505559523,29.492310266244438,309.4213929436117,592.1688095074848,BENIGN,2025-12-06 20:08:39
3306,47818,15,6,2102,3269,10103,9,333.8077279719762,393.1856039441972,397.8811154711126,606.3648805969906,980.129896957238,540.455296473756,800.9048638748949,473.68609728566804,356.76472598348806,354.2035918961178,325.92787361072084,372.2698389110014,570.5032407129734,956.0722413669974,58.031748640229864,342.5796547316723,144.0947542658718,895.1687074226829,451.35454732097224,817.0442983903099,153.70992141101215,495.8656667934914,236.7801473133666,665.5040479745542,826.548686916531,720.7899371054747,632.3587599149289,16.799904893004204,105.8654113707852,914.2949119913058,19.542362093200815,388.3080474719666,BENIGN,2025-12-07 06:32:00
80,2942,2,5,2758,3386,68767,88,612.8453203626184,828.4388640173266,158.4649700358669,851.5255140276706,467.2369583169064,797.138684198951,928.3466777441084,695.8841118559966,896.3322873594706,934.8889149239398,488.30615200680813,185.8566291374446,665.1509592409365,476.57229411474475,811.1178686004307,33.592722826057965,246.61065516680415,987.2980682704662,108.05779738344745,145.73349598719065,483.4116979441183,862.3841189056018,764.8860333665361,326.26078157906267,463.17066984842023,438.6854341881379,961.9643181945115,913.5057925973962,742.1879911131946,600.3546663516094,88.21729724631244,438.45520366014136,BENIGN,2025-12-07 08:21:10
22,7728,149,179,19560,8014,79544,60,744.6949272150993,788.5881334566515,889.882782255267,268.37146360090503,794.9466481848148,205.86932437987426,486.7891474969952,411.64693250704374,794.1264868052699,879.7838554482774,128.85168706259654,259.9064923038841,562.6651960571605,624.0637973592675,45.72443906872869,39.70078657819754,486.32561396261195,692.9779577341491,340.73427863443686,824.3203271304562,246.59258967307784,284.9317901097236,380.78433966563927,605.9387677485139,182.46740842152843,399.45382961813203,100.88197033971046,701.1249599418961,864.3807594705479,130.51586934563554,595.5201906889166,286.03506869841624,FTP-Patator,2025-12-07 19:26:34
21,1983,190,118,19161,19210,100239,81,266.2749684020305,541.7572910345249,587.6732594941832,169.81819048243264,806.3425943532555,522.7254613662809,847.8762956402084,932.1573097245359,490.18886174695484,801.5073440127605,650.6812392764635,195.4127563721927,814.6602185003925,158.71929825138474,426.5670241107742,936.4943992670765,429.14863172790353,336.8994047614864,954.8479305243843,435.59377981725135,347.36098705435626,725.2317662119423,627.1456660333475,697.2420760386603,387.7723274555743,876.1061716501591,409.8919272411936,785.4287166813773,141.45825813236934,680.1983874934414,226.1651824696521,626.306466878042,FTP-Patator,2025-12-07 08:10:49
80,40632,27,26,229,1094,39850,26,586.2393863707565,688.8458671479945,304.65051105544694,336.511863371607,562.1973134653655,128.40750532884658,684.5950243800072,635.4261564213209,311.0349549922316,447.1894088381968,858.881144207138,244.9366069280139,398.3306815905333,408.8881308993525,921.545368149063,992.0220258608831,412.94657429153636,803.3309158752617,42.77661227575691,57.380548416018804,960.1778220105421,620.6736607655002,723.3858177606277,804.0600853163085,996.452238075856,853.5305476442073,859.3985407856279,468.7017482056609,355.07344929628124,922.3549305437601,484.6633181922099,211.4550877937209,BENIGN,2025-12-07 02:02:36
80,5202,361,420,11955,10161,835546,1626,289.2751944091306,74.56277458639893,848.5881907314761,200.29464272795173,847.6766523702007,566.1119038265051,129.14549749538028,638.2915027923206,720.3372020859935,650.706842472489,884.3121469993239,642.3798562075024,227.6861247563492,408.5755383259307,589.4563693010313,190.19616937708727,943.7220070289418,986.2530190293917,318.5709931114232,519.8426797232435,548.1061054493834,701.8194372443082,368.00829298869655,614.3644684859179,748.8350267388629,555.6597873644898,671.1533942577963,570.877377516113,568.3164555114755,550.5677023144711,902.8465351576706,431.2593324537784,Bot,2025-12-07 07:44:33
21,11646,21,27,1518,1353,69119,65,405.8169737529036,78.91985349408748,292.39786926722564,95.41893108483367,595.8023913659101,89.10249630331369,122.6292473762045,792.3191455402206,231.25528958550157,925.6880093678102,609.3549481982951,210.60706681010288,796.7658220815599,897.4067951589819,368.7272127216624,961.2689836764696,198.4312623419171,836.7735549493156,180.96579074191854,887.9688661320243,910.0934639089593,524.4492688396974,642.4857113634397,272.04844002612293,301.6085385843101,662.0349220753684,366.81556385324853,460.98535735633374,790.8513216469121,980.0642365658508,174.66707623493548,816.2831197586099,BENIGN,2025-12-07 16:31:58
443,11091,720,95,49362,1403,4477067,1480,805.8220545589247,929.4321099532737,196.54199886027834,571.4603363970048,455.9924601190988,158.37638842121936,203.03672660173356,517.325704873854,304.74238790039533,116.50326873188865,149.02749128934877,99.64560683390044,801.714527658852,663.3335086768404,622.3922258586881,837.3052658734422,175.27539657873825,792.5247635911755,589.6985400095444,236.68261058293993,589.439630578111,722.3138647695442,162.4224854063143,788.1104162464671,520.17485813095,15.795694204885802,775.2659101896555,469.6297566304175,77.07323544423939,690.6104975637272,350.8809927376425,42.512128177072725,DoS GoldenEye,2025-12-07 18:15:52
57664,4941,8,4,799,214,7966,47,301.8040246148266,702.5364153405072,299.448962803582,562.8808854934643,68.23323031244254,758.809795290158,221.25697329217962,190.74266068486702,119.68313221508953,490.9094274628105,269.1328435649917,713.7260958171177,730.8377673839661,124.9103173810322,580.5013623449541,210.18809991482468,756.1366503089014,135.7882037944984,893.3553502794954,577.7699484403838,366.438379353379,754.3306043018165,203.35134456203176,46.712326442724496,605.9065910961514,102.28803686400457,415.84458078864503,901.3130839408524,237.82747054873533,225.3005062835103,785.6401458611997,390.8344960973853,PortScan,2025-12-06 23:55:32
80,24570,17,26,2104,1629,66376,64,95.26230634450428,836.4599928182432,809.9707369122018,281.4895678662407,407.7007551677143,659.5593730825228,914.7214222051355,749.648730969715,0.837423511647506,389.664041226633,298.2465255842668,610.536650417138,568.4263538105001,428.0002240186961,917.8883066142251,703.1291977788145,454.52054416604705,283.9671025574537,841.8275032684139,744.2875315238482,552.1059597436648,135.86452261564997,813.4669791981745,847.7342200755941,457.34063989459696,212.75225658820273,848.5447184172172,134.43552538151792,883.2119799587585,392.13547909134263,276.40226538799453,426.41757958186366,BENIGN,2025-12-07 05:53:29
443,19466,25,29,3883,431,70665,25,800.1752562307801,721.2895574317047,502.9743000736605,383.87800666887586,472.0252269466444,515.8741187408416,45.025833333947276,132.80844339197796,784.0320107620389,182.41192001100515,572.1240269367312,833.1667026996041,124.0358129936372,425.36328044582405,68.43548746282147,300.7833733150864,633.891490375451,166.83036492007164,485.57102483332346,299.64199144311266,453.4864081727398,743.9290496779136,653.8670418391605,769.659766925391,470.12467597286343,367.32568427815835,124.57982223262387,457.34872016794037,232.68665613310958,871.65645620789,836.8450367393215,494.2028093252827,BENIGN,2025-12-07 00:45:58
22,45187,13,21,3252,558,30946,35,247.63886146246827,495.6303663555951,178.93948741311462,468.8319629709843,502.68972770042996,585.5143989106425,415.5523604909815,954.8056861207679,396.85560466792725,43.48481159248474,272.9808219556256,725.6341173413554,662.8404042361677,906.2506027625323,353.64199817226347,961.0207844824241,311.1041476421056,160.03691641586315,169.79345808910563,442.4000537942291,663.730052050314,634.291567927557,808.1334193800091,540.7861232190171,15.930018087059516,965.1306394029106,941.4231327579905,86.44202411846258,602.2735594508849,799.9926172146172,328.8317853179988,289.545369602891,BENIGN,2025-12-07 18:09:57
80,9164,595,463,52541,10886,1063654,1718,883.8499720518639,780.865908919248,871.5981270232508,394.7065494315163,480.80799602107936,322.68938148907756,771.6523597691781,306.30284629872784,167.03132754755023,71.03308749844706,123.82245349841358,704.2139977597121,848.3361798504607,369.1076979951254,960.3478751608116,945.2913946581131,944.3580257873152,761.4593178990993,605.8783106226698,934.6269650959075,37.49362723046723,132.69240860041398,173.93675725907232,793.4611892582088,705.3547491853294,94.05039130474024,221.00732651549504,202.25026766422982,94.3898981943071,402.15059961919417,94.42550133883287,277.848657136592,Bot,2025-12-07 03:51:23
21,46295,36,33,3185,1961,40176,51,438.3357090922869,514.9412374983094,550.47862585802,327.869399526728,463.14817066931926,91.63674640918961,523.1115014648524,630.9577755229582,600.8485966758738,574.5930491817184,604.0507013492867,341.25754435906384,69.0806985817034,375.23833538188353,823.0796705025009,272.03543946119555,775.7342404066094,314.1166175868265,667.3361846358522,626.0342045262308,427.6945324115907,663.0817228383695,891.6064069818364,247.1565602227116,222.54961468151768,499.46364056339553,206.05872305038054,427.2504013357797,229.99002329015306,587.4213637911943,535.4543709399668,945.8418155580632,BENIGN,2025-12-07 18:44:46
443,49298,45,38,1511,4276,88603,22,480.29993222715797,880.474496427411,197.36676680804132,235.81085414070412,329.6030584725295,34.66936147254751,657.6105977854896,695.2451275591701,570.1260409608843,47.852745567781966,705.3391310914276,255.88924663906155,62.21216415266273,421.058982585098,820.8000668335704,827.7648660051851,850.6291442218916,358.5365339365605,526.4582908113304,799.1974501215205,911.1442214716845,782.9065951803395,575.6478069486367,242.4035711913356,59.61853673376205,154.19937501930602,802.6680238201068,45.34054831683609,131.47286060773078,947.4847793717023,695.8222111547501,279.4452930573834,BENIGN,2025-12-07 02:42:02
80,49404,4,46,2925,2995,80103,20,996.683364810582,374.95898010135966,435.06233890964086,72.7595599061458,45.115299464719925,444.426292892521,862.862107833816,420.6546435806825,523.1071646525074,678.7595832593692,192.1098597330595,579.0966963172234,596.554441171607,194.80011376969065,708.3758563619136,622.45879960466,723.9409874667394,815.077849198092,355.8238778572703,294.0125804065463,497.0501288621961,717.4113753981659,900.7284346838024,891.8325061769707,225.73375464464252,942.1124382548846,940.2942723993891,4.3508994438700155,31.276696521807757,342.2858717557623,320.8404210257425,464.77514017433276,BENIGN,2025-12-07 16:38:54
